"column","missing_rate"
"chol_measured_never",0.988682140801842
"chol_measured_last",0.988746083509176
"chol_total_gteq_200",0.988554255387173
"chol_total_gteq_240",0.988554255387173
"chol_hdl_low",0.988554255387173
"chol_trig_gteq_150",0.988554255387173
"chol_ldl_5cat",0.999168744804655
"chol_ldl_lt_70",0.988554255387173
"chol_ldl_gteq_70",0.988554255387173
"chol_ldl_lt_100",0.988554255387173
"chol_ldl_gteq_100",0.988554255387173
"chol_nonhdl",0.998657203145981
"chol_nonhdl_5cat",0.998657203145981
"chol_nonhdl_lt_100",0.988554255387173
"chol_nonhdl_gteq_100",0.988554255387173
"chol_med_use",0.988554255387173
"chol_med_use_sr",0.989385510582518
"chol_med_statin",0.988554255387173
"chol_med_ezetimibe",0.988554255387173
"chol_med_fibric_acid",0.988554255387173
"chol_med_atorvastatin",0.988554255387173
"chol_med_simvastatin",0.988554255387173
"chol_med_rosuvastatin",0.988554255387173
"chol_med_pravastatin",0.988554255387173
"chol_med_lovastatin",0.988554255387173
"chol_med_other",0.988554255387173
"chol_med_addon_use",0.988554255387173
"chol_med_addon_recommended_ahaacc",0.988554255387173
"chol_med_statin_recommended_ahaacc",0.988554255387173
"chol_med_recommended_ever",0.98925762516785
"ascvd_risk_vh_ahaacc",0.988554255387173
"LBDHDL",0.850501950252574
"ldl_corrected",0.82262292985485
